AccidentUID,Unfalltyp,Unfallschwere,Fussgänger,Fahrrad,Motorrad,Strassentyp,Jahr,Monat,Wochentag,Stunde,Breitengrad,Längengrad,Datum
EF4A4035085402D2E0430A839427E2AD,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2013,11,Donnerstag,11,47.41145015680007,9.366495541935732,2013-11-01
ED3EEAA66FDF014AE0430A839427F196,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2013,11,Freitag,14,47.42742094080175,9.374485095757596,2013-11-01
ED5433FDDA990170E0430A8394279BE0,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2013,11,Freitag,16,47.426503043920654,9.37610889837079,2013-11-01
ED441C9CF7B501FCE0430A8394279F8A,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2013,11,Montag,18,47.39805416953188,9.296751574428464,2013-11-01
EF988DF2357600CAE0430A839427BF7F,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2013,12,Donnerstag,17,47.43694750539271,9.38793267101484,2013-12-01
EFEF731ABE1F0082E0430A839427CA22,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,1,Freitag,21,47.424867377036676,9.386708084361178,2014-01-01
F24E7D31D89D007CE0430A839427E3B9,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2014,1,Freitag,7,47.413709913696195,9.354502745258271,2014-01-01
F19319D763B000AAE0430A839427C67E,Tierunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2014,1,Montag,7,47.43181345551508,9.378118688508515,2014-01-01
F2C1123D77160134E0430A839427E08C,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,1,Montag,11,47.4426026871871,9.413602168205173,2014-01-01
F2D3D16EA94702D6E0430A839427E77F,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,1,Montag,16,47.41391130572845,9.31204354942881,2014-01-01
A04398BFC6BF40CEE0430A865E3340CE,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,True,Nebenstrasse,2011,3,Mittwoch,15,47.426439236884605,9.38632811789737,2011-03-01
A0BA6B6E090050C4E0430A865E3350C4,Parkierunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,3,Donnerstag,17,47.40881458359719,9.331094145570972,2011-03-01
A0BACF4ECC93A066E0430A865E33A066,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2011,4,Montag,12,47.43082693930269,9.39448365838804,2011-04-01
F67196634D2B010AE0430A83942731BE,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2014,2,Dienstag,13,47.423455682566605,9.37111949495192,2014-02-01
F7CADD4B375001F4E0430A8394278A0E,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,3,Montag,21,47.41328914103441,9.363579947082796,2014-03-01
F63436A0AB550078E0430A8394273FD1,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2014,3,Donnerstag,13,47.4099478299302,9.334407968221507,2014-03-01
F82C14949B060034E0430A83942798BE,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2014,3,Samstag,16,47.425290715603694,9.371676636186994,2014-03-01
F9844DFB9A8B0030E0430A839427E0C6,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2014,3,Dienstag,12,47.42647350913468,9.3767972133142,2014-03-01
A23127EF2E63B0D0E0430A865E33B0D0,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,4,Donnerstag,20,47.40419663974113,9.303035168781756,2011-04-01
F8310D49696401A2E0430A83942752DC,Auffahrunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2014,4,Dienstag,16,47.42363965038852,9.339959650556679,2014-04-01
0ABD0A96762F01C0E0530A8394275907,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,12,Mittwoch,10,47.437290676146795,9.40591292424525,2014-12-01
0D4132C982EC00FAE0530A8394278131,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2014,12,Mittwoch,16,47.416285243844925,9.405772904121505,2014-12-01
A2459426440B206EE0430A865E33206E,Einbiegeunfall,Unfall mit Schwerverletzten,False,False,False,Hauptstrasse,2011,5,Freitag,16,47.40907133604752,9.330798452967208,2011-05-01
0F23FF055B0802FEE0530A8394270932,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2014,12,Samstag,11,47.41654697950476,9.356487050165605,2014-12-01
F9844DFB991C0030E0430A839427E0C6,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2014,4,Donnerstag,12,47.40417074813032,9.313529584932802,2014-04-01
F9754B2726850036E0430A839427ADE4,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,4,Montag,23,47.43327436926615,9.390741680157076,2014-04-01
A543482337E13054E0430A865E333054,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,5,Mittwoch,7,47.42124893446135,9.371808238124686,2011-05-01
A542ED51DD4C80CAE0430A865E3380CA,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,5,Mittwoch,8,47.42838023688655,9.37629655638652,2011-05-01
A544F2C03CEE60EAE0430A865E3360EA,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,5,Mittwoch,15,47.43254751477143,9.398073812665405,2011-05-01
0D29DC0890D50126E0530A839427C30D,Auffahrunfall,Unfall mit Schwerverletzten,False,False,False,Autobahn,2015,1,Donnerstag,10,47.42015237105714,9.333724184336702,2015-01-01
0F2FEDBDFF4A02CEE0530A8394279AD4,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2015,1,Sonntag,7,47.44594757241972,9.395729158144459,2015-01-01
A85E5BFEDCE00108E0430A8394270108,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,andere,2011,6,Mittwoch,15,47.42193708322628,9.373158865848227,2011-06-01
10D953A575BD0054E0530A839427CD3B,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,2,Sonntag,8,47.4308716414607,9.36665546984909,2015-02-01
A774AC335E2B01AAE0430A83942701AA,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,Hauptstrasse,2011,6,Samstag,13,47.43753588961265,9.406306540942627,2011-06-01
A6EE1F1E46C50036E0430A8394270036,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2011,6,Montag,14,47.42141593657642,9.356927600033966,2011-06-01
10D708C7164001FEE0530A8394279FE4,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2015,1,Montag,15,47.43090232983762,9.40118206946929,2015-01-01
0F23FF055A8802FEE0530A8394270932,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2015,1,Dienstag,6,47.41127249438725,9.34029995422282,2015-01-01
13D21B62C0270020E0530A839427EF39,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2015,3,Montag,7,47.41903327157979,9.355211303230952,2015-03-01
10FFDA494A4C0108E0530A839427CADE,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,2,Mittwoch,10,47.43275783714141,9.390961397184107,2015-02-01
A777621F63540016E0430A8394270016,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,False,True,False,Nebenstrasse,2011,7,Dienstag,20,47.44363272885215,9.410709516790849,2011-07-01
EB13A3202E490198E0430A839427BBED,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2013,10,Samstag,14,47.40831432889839,9.329777591382697,2013-10-01
EA83CA68E07602E6E0430A839427EE6E,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2013,10,Freitag,14,47.40735270392482,9.308711709339963,2013-10-01
10DE2ED34BDA0156E0530A8394277629,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,2,Donnerstag,15,47.43128439936367,9.381228464312288,2015-02-01
EB2154F2494D0082E0430A839427021D,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2013,10,Montag,13,47.433130605574,9.399235577675602,2013-10-01
122DD6EF90D60168E0530A8394279BED,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,2,Samstag,14,47.40984615758544,9.313623414942553,2015-02-01
EC3D8184FD1702C8E0430A83942798FC,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2013,10,Samstag,12,47.42732181396781,9.374494748005205,2013-10-01
E9F0B86DB65D01CEE0430A8394270E83,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2013,10,Sonntag,15,47.417745774408054,9.359061992121788,2013-10-01
195A50EB55E701B6E0530A8394279736,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2015,4,Donnerstag,22,47.40770762827729,9.302336451041013,2015-04-01
166A784F7FBC00DAE0530A8394272064,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,4,Mittwoch,19,47.426476393084336,9.373403399231861,2015-04-01
15DF51F05A1B0058E0530A839427FD12,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,3,Samstag,21,47.42808519186497,9.375649435512534,2015-03-01
165DE1A1544702DAE0530A839427E35A,Abbiegeunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2015,4,Montag,13,47.421901503332194,9.370983532277968,2015-04-01
14C6691D803D0148E0530A839427BB00,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,4,Donnerstag,21,47.428329620692175,9.376095844165812,2015-04-01
165DE1A1533A02DAE0530A839427E35A,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,True,False,Hauptstrasse,2015,4,Mittwoch,14,47.42658295854477,9.37348681812219,2015-04-01
165B107D77890228E0530A8394273D2D,Einbiegeunfall,Unfall mit Schwerverletzten,False,True,False,Nebenstrasse,2015,4,Freitag,10,47.42276283787884,9.372738153967788,2015-04-01
EF988DF2338000CAE0430A839427BF7F,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2013,11,Dienstag,17,47.43237195708325,9.397815426609917,2013-11-01
166A791B64580012E0530A839427AF54,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2015,4,Montag,21,47.42633531153097,9.373769479499682,2015-04-01
1AE3C31F85FC0138E0530A839427BBD9,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,5,Dienstag,17,47.43100769304662,9.377346840418278,2015-05-01
EFD5513DEF780196E0430A839427E958,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,Hauptstrasse,2013,11,Montag,19,47.407838212686386,9.327534232871502,2013-11-01
EF4A40350F8D02D2E0430A839427E2AD,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2013,12,Freitag,14,47.422274394895176,9.371818968220703,2013-12-01
165B90E73A850072E0530A8394276F3E,Fussgängerunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,4,Donnerstag,12,47.43037089117348,9.391125746281405,2015-04-01
1A43EAFFB843027EE0530A839427B54E,Frontalkollision,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2015,5,Mittwoch,18,47.42228352483348,9.364806651517483,2015-05-01
1786B72278140118E0530A8394275FA9,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,4,Dienstag,7,47.45127333263244,9.421099808652237,2015-04-01
19D180AE84B901FEE0530A839427A7A9,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,5,Sonntag,20,47.41582001661025,9.343325414812886,2015-05-01
1797D09E0A540156E0530A839427C4E4,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,5,Mittwoch,15,47.431651780979195,9.385060414437914,2015-05-01
1AF9C01604360052E0530A83942704E0,Fussgängerunfall,Unfall mit Leichtverletzten,True,True,False,Nebenstrasse,2015,6,Donnerstag,8,47.426575863195026,9.376058519048705,2015-06-01
EFEF731AC0AD0082E0430A839427CA22,Auffahrunfall,Unfall mit Schwerverletzten,False,False,False,Hauptstrasse,2013,12,Freitag,14,47.4099111299784,9.33390303973466,2013-12-01
F02608F3563C0102E0430A8394271E37,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,Nebenstrasse,2013,12,Sonntag,15,47.42104117037563,9.373470965349776,2013-12-01
F1834B7E831801D4E0430A8394278CC1,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2013,12,Freitag,14,47.42792558204247,9.38514952619797,2013-12-01
17FF8330B0C800BAE0530A83942720EB,Fussgängerunfall,Unfall mit Leichtverletzten,True,True,False,Nebenstrasse,2015,5,Dienstag,7,47.42002361313179,9.366527671957238,2015-05-01
18B823BD547B01BAE0530A839427073A,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,Hauptstrasse,2015,5,Montag,18,47.42260251265075,9.365640097118794,2015-05-01
F24CDF6EB5060172E0430A839427A058,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2014,1,Samstag,8,47.413527681686,9.354098561721003,2014-01-01
F2AB2E3AFB990166E0430A839427A7ED,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2014,1,Dienstag,13,47.429456960996106,9.388772014700159,2014-01-01
F4CB5C8B67AE016CE0430A8394279E86,Abbiegeunfall,Unfall mit Leichtverletzten,False,True,False,Hauptstrasse,2014,1,Freitag,15,47.44429206973171,9.415826600356052,2014-01-01
1D0605D9787802AAE0530A8394274C23,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,6,Montag,20,47.430614622693795,9.392142341467348,2015-06-01
19D2941C534301B6E0530A839427A7E4,Einbiegeunfall,Unfall mit Schwerverletzten,False,True,False,Nebenstrasse,2015,6,Donnerstag,19,47.42473362117265,9.373247250049603,2015-06-01
F56CBBCD7588002CE0430A839427E853,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Nebenstrasse,2014,3,Samstag,13,47.44588332652945,9.418524975182455,2014-03-01
9BFF47B17E42800AE0430A865E33800A,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,andere,2011,2,Mittwoch,11,47.41621268649977,9.345155373426877,2011-02-01
A0CA406BA1FE40BCE0430A865E3340BC,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,3,Freitag,15,47.42262655662777,9.343568973206063,2011-03-01
F9754B3A2D67024CE0430A839427E001,Einbiegeunfall,Unfall mit Schwerverletzten,False,False,True,Hauptstrasse,2014,4,Dienstag,13,47.41859000190775,9.366714350574675,2014-04-01
9BFE292748FF40DCE0430A865E3340DC,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2011,2,Donnerstag,8,47.42492300040091,9.387677892856756,2011-02-01
9EFC87F3B5BF3078E0430A865E333078,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,3,Samstag,15,47.39811732414317,9.296740527837999,2011-03-01
9DF70820D108F0ACE0430A865E33F0AC,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,3,Samstag,16,47.43252607783838,9.390833563322769,2011-03-01
9E21CAA08041E0ECE0430A865E33E0EC,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2011,3,Freitag,6,47.43566043297345,9.403903449095363,2011-03-01
A372C4F1C1A98030E0430A865E338030,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2011,3,Sonntag,13,47.431065213537934,9.374988897145597,2011-03-01
9F71EA4B8757200CE0430A865E33200C,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2011,3,Sonntag,15,47.436977883620735,9.390930582859907,2011-03-01
A069578534E220B6E0430A865E3320B6,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2011,2,Dienstag,12,47.43092750722155,9.367081768008529,2011-02-01
A0DC455ECC47B044E0430A865E33B044,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2011,2,Dienstag,12,47.43085100623539,9.366813824909864,2011-02-01
9F717542B4435088E0430A865E335088,Fussgängerunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,2,Mittwoch,15,47.40336000886667,9.33837417817045,2011-02-01
A0553B7EDD2840A0E0430A865E3340A0,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,3,Samstag,12,47.42211880240177,9.36982485835544,2011-03-01
A0553B7EDEDC40A0E0430A865E3340A0,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,4,Freitag,16,47.44149681647175,9.393443640639143,2011-04-01
A0F2CF63F7D540A2E0430A865E3340A2,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,4,Dienstag,9,47.42663255611002,9.382861707679691,2011-04-01
A0CA406BDC4040BCE0430A865E3340BC,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Nebenstrasse,2011,4,Dienstag,17,47.42096058388316,9.36375131798604,2011-04-01
A0BA78321287E06EE0430A865E33E06E,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2011,4,Freitag,7,47.42876052472019,9.384185705225537,2011-04-01
A0C9BFD9BA61B04CE0430A865E33B04C,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2011,4,Montag,10,47.420888356818764,9.370774424072016,2011-04-01
AA2648D1D2870072E0430A8394270072,Auffahrunfall,Unfall mit Schwerverletzten,False,False,False,Autobahn,2011,5,Donnerstag,17,47.42108191393012,9.337932914845096,2011-05-01
A246EA888596B0D0E0430A865E33B0D0,Parkierunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2011,5,Montag,9,47.41328361413501,9.353082467103551,2011-05-01
A246EA88468CB0D0E0430A865E33B0D0,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2011,5,Dienstag,8,47.413613834028595,9.34780591948185,2011-05-01
A544F2BFFAE760EAE0430A865E3360EA,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,5,Dienstag,20,47.41473892308087,9.352127460969145,2011-05-01
1AE7EC25B9C901A4E0530A839427547C,Abbiegeunfall,Unfall mit Leichtverletzten,False,True,False,Hauptstrasse,2015,7,Mittwoch,15,47.42446202831341,9.379786336766164,2015-07-01
AA2648D1D0100072E0430A8394270072,Überholunfall oder Fahrstreifenwechsel,Unfall mit Schwerverletzten,False,False,False,Autobahn,2011,5,Sonntag,3,47.424303154979896,9.34882565646395,2011-05-01
A543482343043054E0430A865E333054,Schleuder- oder Selbstunfall,Unfall mit Schwerverletzten,False,False,False,andere,2011,5,Samstag,11,47.43749399647416,9.412457810490787,2011-05-01
A5430C6103CED05CE0430A865E33D05C,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,6,Mittwoch,19,47.433283136763,9.390755261024166,2011-06-01
A5D2A7739068B0A8E0430A865E33B0A8,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2011,6,Dienstag,19,47.411542450992066,9.334822596660068,2011-06-01
A73968E86A2201E6E0430A83942701E6,Parkierunfall,Unfall mit Schwerverletzten,False,True,False,Nebenstrasse,2011,6,Freitag,19,47.412147179943396,9.349993220730047,2011-06-01
1EAEC5DABFD70028E0530A839427DF86,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,8,Freitag,22,47.42181545495621,9.342015482941054,2015-08-01
B7169A8922A60080E0430A8394270080,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,6,Sonntag,17,47.43061229488382,9.382675631283211,2011-06-01
10D708C3A2D70146E0530A8394272853,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,1,Freitag,19,47.43682654251636,9.405166454157966,2015-01-01
100F8E6B92830008E0530A83942783C9,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,1,Samstag,20,47.42822803538619,9.377325134524577,2015-01-01
1E89946F56C101F4E0530A839427122E,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2015,8,Mittwoch,17,47.42792129720562,9.392335158429525,2015-08-01
1112E73FA4B6006AE0530A839427589A,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2015,2,Mittwoch,11,47.40555425674512,9.315314317194137,2015-02-01
A774AC332E3501AAE0430A83942701AA,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Nebenstrasse,2011,7,Freitag,18,47.41942388509394,9.37924470871078,2011-07-01
10D708C396B30146E0530A8394272853,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,2,Dienstag,17,47.428926289393324,9.361918159546633,2015-02-01
1F38C450A7270128E0530A839427FAC0,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,8,Montag,17,47.42039791252688,9.334660832892823,2015-08-01
216C072B34BB01DEE0530A8394273821,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2015,9,Mittwoch,15,47.40740713704911,9.296415344899348,2015-09-01
20F76CF7BC120020E0530A839427D998,Abbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,9,Montag,18,47.446740297709205,9.417867204807733,2015-09-01
1424B675183B0126E0530A8394273D91,Fussgängerunfall,Unfall mit Schwerverletzten,True,True,False,Nebenstrasse,2015,3,Donnerstag,15,47.41414123049816,9.356161805702861,2015-03-01
14DB32C9E5DE01F8E0530A8394276CDB,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,3,Montag,7,47.43911417485523,9.408194891777486,2015-03-01
2454E0E54EF202BAE0530A8394270DEF,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2015,9,Montag,16,47.420506433179085,9.4167459279136,2015-09-01
15DF51F05B1C0058E0530A839427FD12,Auffahrunfall,Unfall mit Leichtverletzten,False,False,True,Hauptstrasse,2015,3,Donnerstag,17,47.40977617273292,9.333354855780138,2015-03-01
14C6691D81720148E0530A839427BB00,Fussgängerunfall,Unfall mit Schwerverletzten,True,False,False,Hauptstrasse,2015,4,Donnerstag,8,47.42948169916541,9.38890550418717,2015-04-01
229B18C25C4102E2E0530A8394274326,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2015,10,Sonntag,1,47.42876052472019,9.384185705225537,2015-10-01
17BFF309E93501BEE0530A839427B6CD,Fussgängerunfall,Unfall mit Leichtverletzten,False,False,False,andere,2015,4,Mittwoch,13,47.44022749560237,9.41096788139732,2015-04-01
09C68AB49DBC0090E0530A83942709E7,Überholunfall oder Fahrstreifenwechsel,Unfall mit Leichtverletzten,False,False,False,Autobahn,2014,11,Mittwoch,13,47.41327065641288,9.313823543622968,2014-11-01
19D2AFE54A230122E0530A83942712F6,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2015,5,Freitag,17,47.40755309109825,9.316325698999119,2015-05-01
19D2941C838001B6E0530A839427A7E4,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Nebenstrasse,2015,5,Montag,16,47.431494845811486,9.381554356553531,2015-05-01
183918EF00B900B6E0530A839427706D,Fussgängerunfall,Unfall mit Getöteten,True,False,False,Nebenstrasse,2015,5,Dienstag,8,47.42649183133255,9.376241065256826,2015-05-01
1E5AD5373D700144E0530A839427013D,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,6,Dienstag,8,47.4164505404261,9.348186004932938,2015-06-01
18B823BD56E101BAE0530A839427073A,Einbiegeunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2015,5,Donnerstag,12,47.42517911637221,9.402840316606962,2015-05-01
1A44E1B5067F0126E0530A839427D00D,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2015,6,Donnerstag,15,47.42958870050694,9.388962458557737,2015-06-01
1AD76D0FF6050196E0530A839427656F,Einbiegeunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2015,6,Freitag,10,47.42153970136184,9.374324230968394,2015-06-01
19AA71857F0A01F2E0530A839427E042,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,andere,2015,6,Dienstag,11,47.4434973663666,9.414948306303044,2015-06-01
9DB7E9652C6F303AE0430A865E33303A,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,2,Montag,10,47.431023008515886,9.377506502005303,2011-02-01
241941523D1800C6E0530A8394278672,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2015,10,Freitag,17,47.43297586212831,9.38603698382046,2015-10-01
1B0E6C29BB0502D2E0530A839427097D,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,6,Freitag,13,47.422603495538596,9.37096924716864,2015-06-01
9DF701EDB44BF07CE0430A865E33F07C,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2011,3,Montag,17,47.41920746700096,9.361513993010101,2011-03-01
254606AA217800D4E0530A8394273ED7,Auffahrunfall,Unfall mit Leichtverletzten,False,False,False,Hauptstrasse,2015,11,Mittwoch,13,47.40796331563906,9.368953595553716,2015-11-01
A372C4F1C0E18030E0430A865E338030,Schleuder- oder Selbstunfall,Unfall mit Leichtverletzten,False,False,False,Autobahn,2011,3,Sonntag,8,47.420484566765516,9.334862756981783,2011-03-01
9E21CAA05AD7E0ECE0430A865E33E0EC,Auffahrunfall,Unfall mit Leichtverletzten,False,False,True,Nebenstrasse,2011,3,Donnerstag,12,47.41917825678685,9.371892107064088,2011-03-01
277E26838E1A00D4E0530A83942714B1,Fussgängerunfall,Unfall mit Leichtverletzten,True,False,False,Hauptstrasse,2015,11,Donnerstag,7,47.43143591562345,9.381313547480953,2015-11-01
9F717542CF5C5088E0430A865E335088,Parkierunfall,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2011,3,Donnerstag,19,47.42459996775249,9.380679589780778,2011-03-01
9F9C1C98145C204AE0430A865E33204A,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,False,False,Nebenstrasse,2011,3,Donnerstag,10,47.42496372781216,9.37293744311602,2011-03-01
28BCB838E9BC00C6E0530A83942791D9,Überqueren der Fahrbahn,Unfall mit Leichtverletzten,False,True,False,Nebenstrasse,2015,12,Montag,7,47.42095531813097,9.368921000698549,2015-12-01
A0C9CCE1B3536092E0430A865E336092,Abbiegeunfall,Unfall mit Leichtverletzten,False,True,False,Hauptstrasse,2011,4,Freitag,9,47.42664266187536,9.382795788985042,2011-04-01
